Linearizing Visual Processes with Deep Generative Models,"['https://www.semanticscholar.org/author/Alexander-Sagel/35060007', 'https://www.semanticscholar.org/author/Hao-Shen/145159962']","[{'Publications': '14', 'h-index': '2', 'Citations': '6', 'Highly Influential Citations': '0'}, {'Publications': '44', 'h-index': '8', 'Citations': '352', 'Highly Influential Citations': '3'}]"
Inhibited Softmax for Uncertainty Estimation in Neural Networks,"['https://www.semanticscholar.org/author/Marcin-Mozejko/80882499', 'https://www.semanticscholar.org/author/Rafal-Karczewski/81190578', 'https://www.semanticscholar.org/author/Mateusz-Susik/2697344']","[{'Publications': '10', 'h-index': '3', 'Citations': '32', 'Highly Influential Citations': '0'}, {'Publications': '3', 'h-index': '2', 'Citations': '11', 'Highly Influential Citations': '1'}, {'Publications': '14', 'h-index': '3', 'Citations': '39', 'Highly Influential Citations': '6'}]"
Improving Gaussian mixture latent variable model convergence with Optimal Transport,"['https://www.semanticscholar.org/author/David-Barber/145617808', 'https://www.semanticscholar.org/author/Ilya-Feige/10734982', 'https://www.semanticscholar.org/author/Benoit-Gaujac/51040792']","[{'Publications': '199', 'h-index': '28', 'Citations': '4,250', 'Highly Influential Citations': '426'}, {'Publications': '20', 'h-index': '6', 'Citations': '240', 'Highly Influential Citations': '8'}, {'Publications': '3', 'h-index': '1', 'Citations': '5', 'Highly Influential Citations': '1'}]"
From Amortised to Memoised Inference: Combining Wake-Sleep and Variational-Bayes for Unsupervised Few-Shot Program Learning,"['https://www.semanticscholar.org/author/Joshua-B.-Tenenbaum/1763295', 'https://www.semanticscholar.org/author/Luke-B.-Hewitt/51152627']","[{'Publications': '599', 'h-index': '88', 'Citations': '33,543', 'Highly Influential Citations': '2,752'}, {'Publications': '7', 'h-index': '2', 'Citations': '41', 'Highly Influential Citations': '4'}]"
Encoder Discriminator Networks for Unsupervised Representation Learning,['https://www.semanticscholar.org/author/Nils-Wandel/74276982'],"[{'Publications': '4', 'h-index': '0', 'Citations': '0', 'Highly Influential Citations': '0'}]"
Geometry of Deep Convolutional Networks,['https://www.semanticscholar.org/author/Stefan-Carlsson/144719278'],"[{'Publications': '308', 'h-index': '41', 'Citations': '8,856', 'Highly Influential Citations': '536'}]"
Learning and Data Selection in Big Datasets,"['https://www.semanticscholar.org/author/Hossein-Shokri-Ghadikolaei/2754353', 'https://www.semanticscholar.org/author/Carlo-Fischione/1709815', 'https://www.semanticscholar.org/author/Hadi-G.-Ghauch/3144283', 'https://www.semanticscholar.org/author/Mikael-Skoglund/1707959']","[{'Publications': '46', 'h-index': '14', 'Citations': '888', 'Highly Influential Citations': '52'}, {'Publications': '283', 'h-index': '33', 'Citations': '4,249', 'Highly Influential Citations': '247'}, {'Publications': '40', 'h-index': '8', 'Citations': '329', 'Highly Influential Citations': '18'}, {'Publications': '583', 'h-index': '36', 'Citations': '6,154', 'Highly Influential Citations': '419'}]"
Data Poisoning Attack against Unsupervised Node Embedding Methods,"['https://www.semanticscholar.org/author/Mingjie-Sun/2984183', 'https://www.semanticscholar.org/author/Yao-Chen/47558162', 'https://www.semanticscholar.org/author/Jian-Tang/145357802', 'https://www.semanticscholar.org/author/Dawn-Xiaodong-Song/143711382', 'https://www.semanticscholar.org/author/Chaowei-Xiao/2723309', 'https://www.semanticscholar.org/author/Bo-Li/143771567', 'https://www.semanticscholar.org/author/Huichen-Li/49404806']","[{'Publications': '34', 'h-index': '9', 'Citations': '458', 'Highly Influential Citations': '55'}, {'Publications': '293', 'h-index': '25', 'Citations': '2,776', 'Highly Influential Citations': '163'}, {'Publications': '119', 'h-index': '18', 'Citations': '1,522', 'Highly Influential Citations': '81'}, {'Publications': '279', 'h-index': '100', 'Citations': '40,714', 'Highly Influential Citations': '3,986'}, {'Publications': '31', 'h-index': '13', 'Citations': '1,449', 'Highly Influential Citations': '151'}, {'Publications': '80', 'h-index': '23', 'Citations': '2,478', 'Highly Influential Citations': '282'}, {'Publications': '4', 'h-index': '3', 'Citations': '35', 'Highly Influential Citations': '4'}]"
Shaping representations through communication,"['https://www.semanticscholar.org/author/Shibl-Mourad/49501871', 'https://www.semanticscholar.org/author/Charles-Blundell/1723876', 'https://www.semanticscholar.org/author/Doina-Precup/144368601', 'https://www.semanticscholar.org/author/Olivier-Tieleman/13667364', 'https://www.semanticscholar.org/author/Angeliki-Lazaridou/2672644']","[{'Publications': '13', 'h-index': '2', 'Citations': '46', 'Highly Influential Citations': '4'}, {'Publications': '50', 'h-index': '23', 'Citations': '6,392', 'Highly Influential Citations': '1,132'}, {'Publications': '327', 'h-index': '39', 'Citations': '10,842', 'Highly Influential Citations': '1,140'}, {'Publications': '23', 'h-index': '5', 'Citations': '250', 'Highly Influential Citations': '3'}, {'Publications': '77', 'h-index': '22', 'Citations': '1,821', 'Highly Influential Citations': '194'}]"
Exploiting Invariant Structures for Compression in Neural Networks,"['https://www.semanticscholar.org/author/Bobby-Bhattacharjee/1708336', 'https://www.semanticscholar.org/author/Furong-Huang/40070055', 'https://www.semanticscholar.org/author/Jiahao-Su/152324585', 'https://www.semanticscholar.org/author/Jingling-Li/8549223']","[{'Publications': '147', 'h-index': '32', 'Citations': '8,537', 'Highly Influential Citations': '880'}, {'Publications': '130', 'h-index': '21', 'Citations': '1,879', 'Highly Influential Citations': '192'}, {'Publications': '13', 'h-index': '3', 'Citations': '20', 'Highly Influential Citations': '3'}, {'Publications': '8', 'h-index': '4', 'Citations': '49', 'Highly Influential Citations': '8'}]"
Evading Defenses to Transferable Adversarial Examples by Mitigating Attention Shift,"['https://www.semanticscholar.org/author/Tianyu-Pang/19201674', 'https://www.semanticscholar.org/author/Jun-Zhu/145254043', 'https://www.semanticscholar.org/author/Yinpeng-Dong/3431029', 'https://www.semanticscholar.org/author/Hang-Su/144904238']","[{'Publications': '26', 'h-index': '10', 'Citations': '998', 'Highly Influential Citations': '186'}, {'Publications': '203', 'h-index': '37', 'Citations': '5,025', 'Highly Influential Citations': '530'}, {'Publications': '28', 'h-index': '15', 'Citations': '1,422', 'Highly Influential Citations': '212'}, {'Publications': '412', 'h-index': '34', 'Citations': '7,151', 'Highly Influential Citations': '518'}]"
Classification of Building Noise Type/Position via Supervised Learning,"['https://www.semanticscholar.org/author/Haesang-Yang/11325568', 'https://www.semanticscholar.org/author/Woojae-Seong/2517631', 'https://www.semanticscholar.org/author/Seung-Jun-Lee/50112199', 'https://www.semanticscholar.org/author/Hwiyong-Choi/47741698']","[{'Publications': '18', 'h-index': '2', 'Citations': '11', 'Highly Influential Citations': '0'}, {'Publications': '136', 'h-index': '12', 'Citations': '440', 'Highly Influential Citations': '13'}, {'Publications': '114', 'h-index': '13', 'Citations': '411', 'Highly Influential Citations': '8'}, {'Publications': '5', 'h-index': '1', 'Citations': '2', 'Highly Influential Citations': '0'}]"
Nesterov's method is the discretization of a differential equation with Hessian damping,"['https://www.semanticscholar.org/author/Adam-M.-Oberman/35143140', 'https://www.semanticscholar.org/author/M.-D.-David-Laborde/145667287']","[{'Publications': '88', 'h-index': '22', 'Citations': '1,851', 'Highly Influential Citations': '160'}, {'Publications': '19', 'h-index': '7', 'Citations': '140', 'Highly Influential Citations': '7'}]"
"A Forensic Representation to Detect Non-Trivial Image Duplicates, and How it Applies to Semantic Segmentation","['https://www.semanticscholar.org/author/David-L.-Richmond/3000451', 'https://www.semanticscholar.org/author/Marcelo-Cicconet/1740425', 'https://www.semanticscholar.org/author/Michael-Walsh/46373101', 'https://www.semanticscholar.org/author/Hunter-Elliott/40430143', 'https://www.semanticscholar.org/author/D.-Wainstock/144301090']","[{'Publications': '11', 'h-index': '8', 'Citations': '150', 'Highly Influential Citations': '3'}, {'Publications': '55', 'h-index': '10', 'Citations': '509', 'Highly Influential Citations': '34'}, {'Publications': '62', 'h-index': '7', 'Citations': '244', 'Highly Influential Citations': '12'}, {'Publications': '29', 'h-index': '12', 'Citations': '1,588', 'Highly Influential Citations': '90'}, {'Publications': '3', 'h-index': '1', 'Citations': '3', 'Highly Influential Citations': '0'}]"
End-to-end Learning of a Convolutional Neural Network via Deep Tensor Decomposition,"['https://www.semanticscholar.org/author/Samet-Oymak/3103394', 'https://www.semanticscholar.org/author/Mahdi-Soltanolkotabi/2766123']","[{'Publications': '60', 'h-index': '22', 'Citations': '1,692', 'Highly Influential Citations': '158'}, {'Publications': '56', 'h-index': '20', 'Citations': '3,017', 'Highly Influential Citations': '359'}]"
Domain Adaptive Transfer Learning,"['https://www.semanticscholar.org/author/Jiquan-Ngiam/2020608', 'https://www.semanticscholar.org/author/Vijay-Vasudevan/38062095', 'https://www.semanticscholar.org/author/Quoc-V.-Le/2827616', 'https://www.semanticscholar.org/author/Daiyi-Peng/46255851', 'https://www.semanticscholar.org/author/Simon-Kornblith/40464924', 'https://www.semanticscholar.org/author/Ruoming-Pang/34320634']","[{'Publications': '30', 'h-index': '14', 'Citations': '3,871', 'Highly Influential Citations': '410'}, {'Publications': '55', 'h-index': '18', 'Citations': '18,926', 'Highly Influential Citations': '2,363'}, {'Publications': '193', 'h-index': '83', 'Citations': '51,065', 'Highly Influential Citations': '6,266'}, {'Publications': '3', 'h-index': '1', 'Citations': '22', 'Highly Influential Citations': '4'}, {'Publications': '50', 'h-index': '12', 'Citations': '1,123', 'Highly Influential Citations': '145'}, {'Publications': '49', 'h-index': '23', 'Citations': '3,751', 'Highly Influential Citations': '516'}]"
Deep clustering based on a mixture of autoencoders,"['https://www.semanticscholar.org/author/Jacob-Goldberger/34508613', 'https://www.semanticscholar.org/author/Shlomo-E.-Chazan/20839441', 'https://www.semanticscholar.org/author/Sharon-Gannot/1774548']","[{'Publications': '180', 'h-index': '36', 'Citations': '5,740', 'Highly Influential Citations': '559'}, {'Publications': '16', 'h-index': '6', 'Citations': '91', 'Highly Influential Citations': '11'}, {'Publications': '275', 'h-index': '37', 'Citations': '5,372', 'Highly Influential Citations': '315'}]"
Live Face De-Identification in Video,"['https://www.semanticscholar.org/author/Oran-Gafni/90840812', 'https://www.semanticscholar.org/author/Lior-Wolf/145128145', 'https://www.semanticscholar.org/author/Yaniv-Taigman/2188620']","[{'Publications': '3', 'h-index': '2', 'Citations': '12', 'Highly Influential Citations': '1'}, {'Publications': '199', 'h-index': '47', 'Citations': '15,230', 'Highly Influential Citations': '1,643'}, {'Publications': '26', 'h-index': '16', 'Citations': '6,303', 'Highly Influential Citations': '558'}]"
IMAGE DEFORMATION META-NETWORK FOR ONE-SHOT LEARNING,"['https://www.semanticscholar.org/author/Yanwei-Fu/144866389', 'https://www.semanticscholar.org/author/Martial-Hebert/145670946', 'https://www.semanticscholar.org/author/Wei-Liu/144416719', 'https://www.semanticscholar.org/author/Yu-Xiong-Wang/2302062', 'https://www.semanticscholar.org/author/Lin-Ma/145698310', 'https://www.semanticscholar.org/author/Zitian-Chen/10110775']","[{'Publications': '22', 'h-index': '6', 'Citations': '94', 'Highly Influential Citations': '2'}, {'Publications': '521', 'h-index': '95', 'Citations': '32,486', 'Highly Influential Citations': '2,586'}, {'Publications': '53', 'h-index': '8', 'Citations': '188', 'Highly Influential Citations': '9'}, {'Publications': '34', 'h-index': '16', 'Citations': '1,438', 'Highly Influential Citations': '119'}, {'Publications': '107', 'h-index': '27', 'Citations': '2,031', 'Highly Influential Citations': '192'}, {'Publications': '25', 'h-index': '13', 'Citations': '549', 'Highly Influential Citations': '16'}]"
Towards Resisting Large Data Variations via Introspective Learning,"['https://www.semanticscholar.org/author/Alan-L.-Yuille/145081362', 'https://www.semanticscholar.org/author/Yunhan-Zhao/46317139', 'https://www.semanticscholar.org/author/Wei-Shen/144084234', 'https://www.semanticscholar.org/author/Ye-Tian/145509091']","[{'Publications': '495', 'h-index': '83', 'Citations': '35,215', 'Highly Influential Citations': '3,815'}, {'Publications': '7', 'h-index': '2', 'Citations': '23', 'Highly Influential Citations': '1'}, {'Publications': '47', 'h-index': '13', 'Citations': '1,229', 'Highly Influential Citations': '92'}, {'Publications': '93', 'h-index': '13', 'Citations': '579', 'Highly Influential Citations': '51'}]"
Realistic Adversarial Examples in 3D Meshes,"['https://www.semanticscholar.org/author/Jia-Deng/153302678', 'https://www.semanticscholar.org/author/Dawei-Yang/2500067', 'https://www.semanticscholar.org/author/Chaowei-Xiao/2723309', 'https://www.semanticscholar.org/author/Mingyan-Liu/39037167', 'https://www.semanticscholar.org/author/Bo-Li/2485552']","[{'Publications': '81', 'h-index': '29', 'Citations': '16,115', 'Highly Influential Citations': '2,730'}, {'Publications': '86', 'h-index': '19', 'Citations': '1,205', 'Highly Influential Citations': '71'}, {'Publications': '31', 'h-index': '13', 'Citations': '1,449', 'Highly Influential Citations': '151'}, {'Publications': '263', 'h-index': '41', 'Citations': '13,402', 'Highly Influential Citations': '1,927'}, {'Publications': '2,411', 'h-index': '75', 'Citations': '32,234', 'Highly Influential Citations': '2,062'}]"
Representation Flow for Action Recognition,"['https://www.semanticscholar.org/author/A.-J.-Piergiovanni/8797855', 'https://www.semanticscholar.org/author/Michael-S.-Ryoo/1766489']","[{'Publications': '33', 'h-index': '8', 'Citations': '190', 'Highly Influential Citations': '12'}, {'Publications': '103', 'h-index': '25', 'Citations': '3,161', 'Highly Influential Citations': '275'}]"
PointGrow: Autoregressively Learned Point Cloud Generation with Self-Attention,"['https://www.semanticscholar.org/author/Joshua-E.-Siegel/34350523', 'https://www.semanticscholar.org/author/Ziwei-Liu/3243969', 'https://www.semanticscholar.org/author/Sanjay-E.-Sarma/1934849', 'https://www.semanticscholar.org/author/Yongbin-Sun/9851067']","[{'Publications': '33', 'h-index': '7', 'Citations': '239', 'Highly Influential Citations': '8'}, {'Publications': '88', 'h-index': '21', 'Citations': '5,682', 'Highly Influential Citations': '1,266'}, {'Publications': '181', 'h-index': '37', 'Citations': '6,735', 'Highly Influential Citations': '590'}, {'Publications': '47', 'h-index': '15', 'Citations': '1,315', 'Highly Influential Citations': '188'}]"
Stacked U-Nets: A No-Frills Approach to Natural Image Segmentation,"['https://www.semanticscholar.org/author/Larry-S.-Davis/1693428', 'https://www.semanticscholar.org/author/Sohil-Shah/144208571', 'https://www.semanticscholar.org/author/Tom-Goldstein/1962083', 'https://www.semanticscholar.org/author/Pallabi-Ghosh/3349165']","[{'Publications': '752', 'h-index': '104', 'Citations': '41,840', 'Highly Influential Citations': '3,267'}, {'Publications': '19', 'h-index': '6', 'Citations': '134', 'Highly Influential Citations': '13'}, {'Publications': '98', 'h-index': '29', 'Citations': '6,632', 'Highly Influential Citations': '741'}, {'Publications': '20', 'h-index': '5', 'Citations': '62', 'Highly Influential Citations': '4'}]"
UNSUPERVISED CONVOLUTIONAL NEURAL NETWORKS FOR ACCURATE VIDEO FRAME INTERPOLATION WITH INTEGRATION OF MOTION COMPONENTS,"['https://www.semanticscholar.org/author/Thang-Van-Nguyen/3106384', 'https://www.semanticscholar.org/author/Hyuk-Jae-Lee/144595185', 'https://www.semanticscholar.org/author/Kyujoong-Lee/2261488']","[{'Publications': '35', 'h-index': '8', 'Citations': '212', 'Highly Influential Citations': '14'}, {'Publications': '217', 'h-index': '17', 'Citations': '913', 'Highly Influential Citations': '47'}, {'Publications': '13', 'h-index': '3', 'Citations': '74', 'Highly Influential Citations': '8'}]"
Compositional GAN: Learning Conditional Image Composition,"['https://www.semanticscholar.org/author/Trevor-Darrell/1753210', 'https://www.semanticscholar.org/author/Sayna-Ebrahimi/27556211', 'https://www.semanticscholar.org/author/Deepak-Pathak/38236002', 'https://www.semanticscholar.org/author/Samaneh-Azadi/2300366']","[{'Publications': '561', 'h-index': '114', 'Citations': '95,486', 'Highly Influential Citations': '11,728'}, {'Publications': '19', 'h-index': '7', 'Citations': '189', 'Highly Influential Citations': '28'}, {'Publications': '42', 'h-index': '14', 'Citations': '4,339', 'Highly Influential Citations': '575'}, {'Publications': '12', 'h-index': '7', 'Citations': '281', 'Highly Influential Citations': '38'}]"
PolyCNN: Learning Seed Convolutional Filters,"['https://www.semanticscholar.org/author/Marios-Savvides/1794486', 'https://www.semanticscholar.org/author/Felix-Juefei-Xu/2907492', 'https://www.semanticscholar.org/author/Vishnu-Naresh-Boddeti/144223220']","[{'Publications': '286', 'h-index': '40', 'Citations': '6,320', 'Highly Influential Citations': '603'}, {'Publications': '13', 'h-index': '8', 'Citations': '315', 'Highly Influential Citations': '16'}, {'Publications': '58', 'h-index': '18', 'Citations': '971', 'Highly Influential Citations': '87'}]"
A Main/Subsidiary Network Framework for Simplifying Binary Neural Networks,"['https://www.semanticscholar.org/author/Yinghao-Xu/2137692', 'https://www.semanticscholar.org/author/Yudian-Li/47003052', 'https://www.semanticscholar.org/author/Hao-Su/144914140']","[{'Publications': '21', 'h-index': '8', 'Citations': '125', 'Highly Influential Citations': '5'}, {'Publications': '5', 'h-index': '3', 'Citations': '19', 'Highly Influential Citations': '1'}, {'Publications': '114', 'h-index': '30', 'Citations': '9,437', 'Highly Influential Citations': '2,109'}]"
A Teacher Student Network For Faster Video Classification,"['https://www.semanticscholar.org/author/Mitesh-M.-Khapra/2361078', 'https://www.semanticscholar.org/author/Mukundhan-Srinivasan/34658653', 'https://www.semanticscholar.org/author/Shweta-Bhardwaj/34971636']","[{'Publications': '92', 'h-index': '19', 'Citations': '1,415', 'Highly Influential Citations': '155'}, {'Publications': '23', 'h-index': '4', 'Citations': '60', 'Highly Influential Citations': '2'}, {'Publications': '24', 'h-index': '5', 'Citations': '115', 'Highly Influential Citations': '10'}]"
Data Interpretation and Reasoning Over Scientific Plots,"['https://www.semanticscholar.org/author/Nitesh-Methani/1388048026', 'https://www.semanticscholar.org/author/Pritha-Ganguly/2409493', 'https://www.semanticscholar.org/author/Mitesh-M.-Khapra/2361078']","[{'Publications': '4', 'h-index': '1', 'Citations': '1', 'Highly Influential Citations': '0'}, {'Publications': '6', 'h-index': '2', 'Citations': '6', 'Highly Influential Citations': '0'}, {'Publications': '92', 'h-index': '19', 'Citations': '1,415', 'Highly Influential Citations': '155'}]"
Logit Regularization Methods for Adversarial Robustness,"['https://www.semanticscholar.org/author/Cecilia-Summers/46198321', 'https://www.semanticscholar.org/author/Michael-J.-Dinneen/69903858']","[{'Publications': '4', 'h-index': '2', 'Citations': '20', 'Highly Influential Citations': '1'}, {'Publications': '22', 'h-index': '5', 'Citations': '60', 'Highly Influential Citations': '3'}]"
Feature Matters: A Stage-by-Stage Approach for Task Independent Knowledge Transfer,"['https://www.semanticscholar.org/author/Liang-Wan/144869989', 'https://www.semanticscholar.org/author/Yujun-Shen/8035201', 'https://www.semanticscholar.org/author/Mengya-Gao/32423397', 'https://www.semanticscholar.org/author/Quanquan-Li/2607146', 'https://www.semanticscholar.org/author/Xiaoou-Tang/50295995']","[{'Publications': '8', 'h-index': '1', 'Citations': '10', 'Highly Influential Citations': '0'}, {'Publications': '68', 'h-index': '19', 'Citations': '1,376', 'Highly Influential Citations': '98'}, {'Publications': '10', 'h-index': '4', 'Citations': '115', 'Highly Influential Citations': '1'}, {'Publications': '25', 'h-index': '5', 'Citations': '325', 'Highly Influential Citations': '40'}, {'Publications': '496', 'h-index': '107', 'Citations': '56,860', 'Highly Influential Citations': '8,118'}]"
Parametrizing Fully Convolutional Nets with a Single High-Order Tensor,"['https://www.semanticscholar.org/author/Maja-Pantic/145387780', 'https://www.semanticscholar.org/author/Georgios-Tzimiropoulos/2610880', 'https://www.semanticscholar.org/author/Adrian-Bulat/145245424', 'https://www.semanticscholar.org/author/Jean-Kossaifi/3125761']","[{'Publications': '393', 'h-index': '70', 'Citations': '25,716', 'Highly Influential Citations': '2,042'}, {'Publications': '102', 'h-index': '33', 'Citations': '4,977', 'Highly Influential Citations': '576'}, {'Publications': '29', 'h-index': '12', 'Citations': '1,418', 'Highly Influential Citations': '179'}, {'Publications': '32', 'h-index': '10', 'Citations': '1,254', 'Highly Influential Citations': '128'}]"
Associate Normalization,['https://www.semanticscholar.org/author/Pierre-Courtieu/2781026'],"[{'Publications': '45', 'h-index': '9', 'Citations': '337', 'Highly Influential Citations': '16'}]"
Online abstraction with MDP homomorphisms for Deep Learning,"['https://www.semanticscholar.org/author/Robert-Platt/145959776', 'https://www.semanticscholar.org/author/Ondrej-Biza/52228551']","[{'Publications': '169', 'h-index': '36', 'Citations': '4,100', 'Highly Influential Citations': '252'}, {'Publications': '2', 'h-index': '1', 'Citations': '2', 'Highly Influential Citations': '0'}]"
Generalized Label Propagation Methods for Semi-Supervised Learning,"['https://www.semanticscholar.org/author/Zhichao-Guan/48242018', 'https://www.semanticscholar.org/author/Xiao-Ming-Wu/47149526', 'https://www.semanticscholar.org/author/Qimai-Li/35692225']","[{'Publications': '10', 'h-index': '2', 'Citations': '21', 'Highly Influential Citations': '1'}, {'Publications': '47', 'h-index': '14', 'Citations': '1,016', 'Highly Influential Citations': '142'}, {'Publications': '11', 'h-index': '4', 'Citations': '336', 'Highly Influential Citations': '52'}]"
Rethinking Knowledge Graph Propagation for Zero-Shot Learning,"['https://www.semanticscholar.org/author/Michael-Kampffmeyer/8199702', 'https://www.semanticscholar.org/author/Yujia-Zhang/46868809', 'https://www.semanticscholar.org/author/Xiaodan-Liang/40250403', 'https://www.semanticscholar.org/author/Eric-P.-Xing/143977260', 'https://www.semanticscholar.org/author/Yinbo-Chen/47559228']","[{'Publications': '39', 'h-index': '10', 'Citations': '444', 'Highly Influential Citations': '38'}, {'Publications': '58', 'h-index': '10', 'Citations': '319', 'Highly Influential Citations': '26'}, {'Publications': '139', 'h-index': '41', 'Citations': '6,260', 'Highly Influential Citations': '732'}, {'Publications': '606', 'h-index': '79', 'Citations': '26,508', 'Highly Influential Citations': '2,722'}, {'Publications': '5', 'h-index': '3', 'Citations': '77', 'Highly Influential Citations': '14'}]"
A Unified View of Deep Metric Learning via Gradient Analysis,"['https://www.semanticscholar.org/author/Weilin-Huang/49015548', 'https://www.semanticscholar.org/author/Xun-Wang/47120369', 'https://www.semanticscholar.org/author/Matthew-R.-Scott/1915350', 'https://www.semanticscholar.org/author/Dengke-Dong/51222886', 'https://www.semanticscholar.org/author/Xintong-Han/2257769']","[{'Publications': '77', 'h-index': '22', 'Citations': '2,439', 'Highly Influential Citations': '209'}, {'Publications': '117', 'h-index': '13', 'Citations': '779', 'Highly Influential Citations': '48'}, {'Publications': '55', 'h-index': '11', 'Citations': '532', 'Highly Influential Citations': '52'}, {'Publications': '9', 'h-index': '3', 'Citations': '206', 'Highly Influential Citations': '39'}, {'Publications': '51', 'h-index': '13', 'Citations': '927', 'Highly Influential Citations': '142'}]"
Learning Spatio-Temporal Representations Using Spike-Based Backpropagation,"['https://www.semanticscholar.org/author/Priyadarshini-Panda/9352814', 'https://www.semanticscholar.org/author/Kaushik-Roy/143915672', 'https://www.semanticscholar.org/author/Deboleena-Roy/47404993']","[{'Publications': '66', 'h-index': '15', 'Citations': '674', 'Highly Influential Citations': '45'}, {'Publications': '135', 'h-index': '20', 'Citations': '1,125', 'Highly Influential Citations': '55'}, {'Publications': '15', 'h-index': '6', 'Citations': '96', 'Highly Influential Citations': '6'}]"
Cosine similarity-based Adversarial process,"['https://www.semanticscholar.org/author/Hye-jin-Shim/1715317', 'https://www.semanticscholar.org/author/Ha-Jin-Yu/1849546', 'https://www.semanticscholar.org/author/Jee-weon-Jung/31930118', 'https://www.semanticscholar.org/author/Il-Ho-Yang/2276746', 'https://www.semanticscholar.org/author/Hee-Soo-Heo/3403702']","[{'Publications': '31', 'h-index': '8', 'Citations': '127', 'Highly Influential Citations': '5'}, {'Publications': '63', 'h-index': '9', 'Citations': '189', 'Highly Influential Citations': '8'}, {'Publications': '24', 'h-index': '8', 'Citations': '131', 'Highly Influential Citations': '5'}, {'Publications': '92', 'h-index': '6', 'Citations': '185', 'Highly Influential Citations': '5'}, {'Publications': '26', 'h-index': '8', 'Citations': '138', 'Highly Influential Citations': '5'}]"
Low-Cost Parameterizations of Deep Convolutional Neural Networks,"['https://www.semanticscholar.org/author/Eran-Treister/2784349', 'https://www.semanticscholar.org/author/Michal-Sharoni/3508451', 'https://www.semanticscholar.org/author/Sapir-Zafrani/46190124', 'https://www.semanticscholar.org/author/Lars-Ruthotto/49418655', 'https://www.semanticscholar.org/author/Eldad-Haber/145761835']","[{'Publications': '31', 'h-index': '10', 'Citations': '207', 'Highly Influential Citations': '13'}, {'Publications': '7', 'h-index': '5', 'Citations': '99', 'Highly Influential Citations': '9'}, {'Publications': '1', 'h-index': '1', 'Citations': '6', 'Highly Influential Citations': '2'}, {'Publications': '48', 'h-index': '13', 'Citations': '852', 'Highly Influential Citations': '72'}, {'Publications': '164', 'h-index': '35', 'Citations': '3,725', 'Highly Influential Citations': '258'}]"
Engaging Image Captioning Via Personality,"['https://www.semanticscholar.org/author/Hexiang-Hu/2804000', 'https://www.semanticscholar.org/author/Antoine-Bordes/1713934', 'https://www.semanticscholar.org/author/Jason-Weston/145183709', 'https://www.semanticscholar.org/author/Kurt-Shuster/35752280', 'https://www.semanticscholar.org/author/Samuel-Humeau/2795882']","[{'Publications': '28', 'h-index': '11', 'Citations': '539', 'Highly Influential Citations': '67'}, {'Publications': '76', 'h-index': '32', 'Citations': '16,888', 'Highly Influential Citations': '2,470'}, {'Publications': '242', 'h-index': '79', 'Citations': '49,154', 'Highly Influential Citations': '5,933'}, {'Publications': '16', 'h-index': '8', 'Citations': '317', 'Highly Influential Citations': '50'}, {'Publications': '15', 'h-index': '10', 'Citations': '355', 'Highly Influential Citations': '31'}]"
Spectral Convolutional Networks on Hierarchical Multigraphs,"['https://www.semanticscholar.org/author/Xiao-Lin/9136919', 'https://www.semanticscholar.org/author/Mohammed-Abdel-Rahman-Amer/4599641', 'https://www.semanticscholar.org/author/Graham-W.-Taylor/144639556', 'https://www.semanticscholar.org/author/Boris-Knyazev/49934559']","[{'Publications': '105', 'h-index': '13', 'Citations': '735', 'Highly Influential Citations': '48'}, {'Publications': '67', 'h-index': '15', 'Citations': '983', 'Highly Influential Citations': '67'}, {'Publications': '144', 'h-index': '31', 'Citations': '6,310', 'Highly Influential Citations': '526'}, {'Publications': '16', 'h-index': '6', 'Citations': '96', 'Highly Influential Citations': '9'}]"
MCTSBug: Generating Adversarial Text Sequences via Monte Carlo Tree Search and Homoglyph Attack,"['https://www.semanticscholar.org/author/Yanjun-Qi/1791105', 'https://www.semanticscholar.org/author/Jack-Lanchantin/3369052', 'https://www.semanticscholar.org/author/Ji-Gao/144029129']","[{'Publications': '113', 'h-index': '27', 'Citations': '3,392', 'Highly Influential Citations': '283'}, {'Publications': '25', 'h-index': '8', 'Citations': '930', 'Highly Influential Citations': '35'}, {'Publications': '179', 'h-index': '13', 'Citations': '914', 'Highly Influential Citations': '70'}]"
Bamboo: Ball-Shape Data Augmentation Against Adversarial Attacks from All Directions,"['https://www.semanticscholar.org/author/Jingchi-Zhang/23631324', 'https://www.semanticscholar.org/author/Yiran-Chen/50579965', 'https://www.semanticscholar.org/author/Hai-Li/40348219', 'https://www.semanticscholar.org/author/Wenhan-Wang/47824833', 'https://www.semanticscholar.org/author/Huanrui-Yang/47912363', 'https://www.semanticscholar.org/author/Hsin-Pai-Cheng/3461946']","[{'Publications': '9', 'h-index': '2', 'Citations': '21', 'Highly Influential Citations': '1'}, {'Publications': '77', 'h-index': '12', 'Citations': '677', 'Highly Influential Citations': '51'}, {'Publications': '91', 'h-index': '18', 'Citations': '1,452', 'Highly Influential Citations': '117'}, {'Publications': '6', 'h-index': '2', 'Citations': '18', 'Highly Influential Citations': '5'}, {'Publications': '16', 'h-index': '6', 'Citations': '77', 'Highly Influential Citations': '10'}, {'Publications': '24', 'h-index': '6', 'Citations': '80', 'Highly Influential Citations': '6'}]"
